---- PEOPLE ----
('Imgf', 'Kxxwhog', 'AR', 'Laredo'),
(264, 'Erlcfcrwwbfkv'),
(105, 'Nz'),
(385, 'Lsmqnpjefoit'),
(234, 'Amknn'),
(781, 'Lzhjxrpamrbdg'),
(146, 'Gatcyhgaa'),
(488, 'Frcktwpkurya'),
(441, 'Jg'),
(445, 'Leejpmjtsh'),
(893, 'Pu'),
(461, 'Orickjltkfji'),
(678, 'Thbjxcfret'),
(335, 'Dqhg'),
(509, 'Zfv'),
(890, 'Rwzrnsmgm'),
(358, 'Dkacatj'),
(940, 'Urdbioc'),
(205, 'Eorwaarvaxew'),
(382, 'Ptpfjik'),
(987, 'Xbmhxglmfon'),
(871, 'Vwklewgj'),
(228, 'Fcqwfeh'),
(913, 'Aerhdqlt'),
(742, 'Qpoenl'),
(53, 'Wwojcotarpqcb'),
(988, 'Ukrstdkmqwy'),
(370, 'Ahnv'),
(38, 'Rppr'),
(241, 'Ujfkpxjutoclm'),
(851, 'Wg'),
(814, 'Rqk'),
(585, 'Zqdkacb'),
(261, 'Sfaylubcv'),
(40, 'Abyaykpiy'),
(541, 'Sbvte'),
(395, 'Gjlplsxxow'),
(258, 'Iyixfpozc'),
(404, 'Rjjlx'),
(645, 'Wvfszbzbcd'),
(36, 'Moonhjmsfc'),
(559, 'Lfgevpqf'),
(659, 'Awf'),
(90, 'Snsnj'),
(69, 'Wcj'),
(251, 'Ldwwi'),
(356, 'Xkdtnkqhbo'),
(740, 'Inyepy'),
(10, 'Ievryersqqgt'),
(524, 'Maubbwe'),
(799, 'Hgbmsiwv'),
(589, 'Mzqjsvetynnj'),
(379, 'Ghjkm'),
(585, 'Muachoevyik'),
(379, 'Cpzu'),
(770, 'Invd'),
(224, 'Kkkl'),
(341, 'Flhbobbldl'),
(935, 'Zsxyvcej'),
(973, 'Pijzurss'),
(555, 'Iugw'),
(329, 'Fp'),
(577, 'Bqgfd'),
(927, 'Ghrheybp'),
(89, 'Kclyuz'),
(831, 'Qze'),
(559, 'Ywsiv'),
(461, 'Vfiouvoro'),
(877, 'Nsurupvfyfh'),
(246, 'Kl'),
(694, 'Mjh'),
(331, 'Ufallzwu'),
(544, 'Gpuuvptvahfr'),
(387, 'Jpyvkiagzlpuu'),
(747, 'Ubsdikqp'),
(29, 'Ashratx'),
(143, 'Xeaa'),
(662, 'Dyizdxdqyjs'),
(718, 'Feq'),
(619, 'Lzjkqyy'),
(230, 'Zwdiuoc'),
(92, 'Fvakxekbvqk'),
(293, 'Tppoaj'),
(88, 'Xqxmherbhjucv'),
(879, 'Bcwlz'),
(889, 'Uxlfwnokxrbur'),
(976, 'Tyntfcxznihmv'),
(514, 'Fwnxdg'),
(513, 'Cxwzqencltle'),
(855, 'Ljr'),
(218, 'Nyuk'),
(471, 'Bgx'),
(200, 'Lukhuogqc'),
(710, 'Zosai'),
(608, 'Gt'),
(23, 'Kpkynyq'),
(538, 'Nbjvzoju'),
(796, 'Evatvjupyun'),
(566, 'Cfymnlsfnkbmz'),
(43, 'Zii'),
(203, 'Wsv'),
(198, 'Klflmmiei'),
(708, 'Mp'),
(459, 'Owktsg'),
(881, 'Ndeshyflbezj'),
(878, 'Elxarbvg'),
(252, 'Fambjivd'),
(777, 'Gfbszydrtkrr'),
(128, 'Qgapjd'),
(75, 'Qfb'),
(162, 'Klhvanmlgx'),
(80, 'Rzbz'),
(306, 'Kinaouivqp'),
(602, 'Shlbsdlagtod'),
(702, 'Bvejvr'),
(870, 'Yyvugiqwbipqi'),
(556, 'Vykhirrjeyhd'),
(360, 'Udia'),
(258, 'Pyjza'),
(470, 'Sxvq'),
(484, 'Lsrxoccjghy'),
(51, 'Drztd'),
(196, 'Pfca'),
(206, 'Duuyznv'),
(928, 'Vowuwagybdjn'),
(35, 'Rupjlocfbq'),
(742, 'Sfmundqtl'),
(752, 'Htfkblyh'),
(14, 'Np'),
(693, 'Iewjpxhll'),
(362, 'Gpzhwsiluan'),
(341, 'Kyixwpztm'),
(718, 'Oux'),
(600, 'Fyjmzn'),
(408, 'Hrsnnaewc'),
(53, 'Tcbsnuzkwmea'),
(907, 'Unslsseprma'),
(350, 'Umenglfej'),
(54, 'Osjcwzxyim'),
(634, 'Xlovbou'),
(795, 'Alnm'),
(804, 'Gn'),
(637, 'Oypngvhwgivw'),
(750, 'Rukadjfr'),
(681, 'Qozvaubfk'),
(247, 'Nhpkbtv'),
(325, 'Vejbsjufjvnxt'),
(838, 'Lgr'),
(560, 'Pihvwk'),
(714, 'Gmsrclbfajedy'),
(334, 'Dlxtqxallzb'),
(583, 'Lvzdattrfncp'),
(221, 'Nqtmaws'),
(401, 'Pkhyt'),
(184, 'Abepfpsplkcp'),
(577, 'Uqg'),
(36, 'Lnwyanntppz'),
(870, 'Kwpzbuilaptz'),
(754, 'Ejz'),
(640, 'Kyiclxwcmi'),
(693, 'Rs'),
(834, 'Kzdhloyrvzit'),
(489, 'Rkztjhvx'),
(552, 'Ae'),
(25, 'Mbgvc'),
(757, 'Bisavelvj'),
(481, 'Buqckubaqljzc'),
(523, 'Nsdfufa'),
(620, 'Ggb'),
(241, 'Ug'),
(475, 'Gasdmojnihis'),
(238, 'Dajp'),
(206, 'Dremiirxodcx'),
(666, 'Lulhyuhfbcr'),
(114, 'Povyidgsqevv'),
(613, 'Tgleucbdhmp'),
(300, 'Tsce'),
(749, 'Tjckblhcaq'),
(132, 'Rxjpsxpfmch'),
(900, 'Dyb'),
(19, 'Pinoevu'),
(317, 'Robjbe'),
(710, 'Asu'),
(89, 'Qosdksxknz'),
(968, 'Knmpjw'),
(7, 'Lklkxqqiatjqa'),
(965, 'Ueekczl'),
(361, 'Mueevxyd'),
(691, 'Yj'),
(876, 'Lappw'),
(243, 'Eaepl'),
(518, 'Nsq'),
(45, 'Unemxcojozzvg'),
(113, 'Ueplhkiqq'),
(865, 'Yfstkyr'),
(903, 'Lepb'),
(836, 'Miwpjbsjdzrg'),
(227, 'Kar'),
(834, 'Gfhgjdf'),
(725, 'Hu'),
(178, 'Lakztxmgc'),
(310, 'Jekrsqsnipet'),
(933, 'Mfyxbutuxd'),
(836, 'Enoilue'),
(917, 'Fqmmdx'),
(964, 'Ioq'),
(12, 'Yeovefguhna'),
(610, 'Rvabij'),
(621, 'Wey'),
(722, 'Tecajbu'),
(187, 'Zshqnlwzgd'),
(39, 'Odpdihqzjlfe'),
(74, 'Dznlfxpnxxwsc'),
(993, 'Qrxnfmrswxm'),
(161, 'Hbgzzlkwokjiu'),
(962, 'Pbggmtxiu'),
(3, 'Kmrbhxbrpwgqp'),
(800, 'Cuwxnztiipe'),
(879, 'Ham'),
(429, 'Bpohhdydwyyy'),
(714, 'Drbrb'),
(741, 'Ze'),
(363, 'Btvicro'),
(705, 'Ecrux'),
(717, 'Nnkgey'),
(303, 'Jmnwyrgbskd'),
(261, 'Oxknhp'),
(960, 'Ocnpfrulboco'),
(658, 'Aklxyabnhqilv'),
(599, 'Srzlljwizp'),
(950, 'Dubiuabqp'),
(962, 'Eaulmxgzsb'),
(775, 'Zqrk'),
(967, 'Forsobnhai'),
(87, 'Szmtzp'),
(59, 'Auabvanx'),
(734, 'Rgjtvafmxtq'),
(164, 'Yrligzav'),
(930, 'Gbbqmxbhatk'),
(799, 'Nimupmaabbx'),
(444, 'Oupxq'),
(626, 'Kq'),
(616, 'Pwnjndfl'),
(200, 'Wn'),
(245, 'Pyvnj'),
(52, 'Fidburj'),
(676, 'Rfuwcuch'),
(406, 'Zkpoohasdu'),
(65, 'Bvedfhcdrpx'),
(860, 'Abgwrwnqqozse'),
(690, 'Jnkuasmmumluy'),
(114, 'Ap'),
(874, 'Gfjhovc'),
(407, 'Knxrcu'),
(761, 'Wqbn'),
(723, 'Ndvtsmk'),
(859, 'Jmhf'),
(920, 'Wzevfe'),
(282, 'Vpi'),
(839, 'Gpz'),
(42, 'Bnocjk'),
(870, 'Kv'),
(72, 'Rtplhmuvyxhuc'),
(398, 'Srhkiiovzhesg'),
(365, 'Nqblvgxa'),
(120, 'Bpdgtiwrjzops'),
(969, 'Dfkzqcugmpwan'),
(192, 'Jrtbwucbxtgg'),
(272, 'Qsaztffbjiiez'),
(209, 'Zazxpve'),
(54, 'Lyqsktmfwxkru'),
(394, 'Tki'),
(949, 'Hspsqgdpkj'),
(331, 'Bhhtrmyhbcxq'),
(817, 'Dtazxjonod'),
(228, 'Grfja'),
(144, 'Othjadjs'),
(494, 'Hhjhudjaho'),
(457, 'Jbwupmswe'),
(440, 'Hwhtwtp'),
(719, 'Rwwatszerfff'),
(164, 'Ndtyjjg'),
(749, 'Wjxbmregobc'),
(998, 'Icuwtgkmdjr'),
(243, 'Trmu'),
(212, 'Ttxqfdswzcmak'),
(648, 'Uhtwh'),
(341, 'Hhpfkfcvjtod'),
(218, 'Huysshvnyzpt'),
(749, 'Kpu'),
(137, 'Psyvwnvvf'),
(422, 'Andbhtbusj'),
(309, 'Trinlzwssatl'),
(883, 'Yf'),
(135, 'Izhopm'),
(534, 'Xz'),
(383, 'Kgesjmqn'),
(616, 'Fpplescqbtilh'),
(472, 'Xtuxrnosl'),
(942, 'Grjazswqdasd'),
(867, 'Go'),
(213, 'Ggxaq'),
(583, 'Hjewjiewe'),
(258, 'Wsidzqfvtdtk'),
(472, 'Kjbewpqaklwqh'),
(33, 'Cvrk'),
(199, 'Yunxqjpunfi'),
(522, 'Jlihnh'),
(326, 'Mpdzfmappmkl'),
(187, 'Mrvkjwgiqs'),
(931, 'Bowmghnuc'),
(563, 'Iobpqqi'),
(753, 'Fgsnwryuxtv'),
(838, 'Bcdsp'),
(268, 'Kryzc'),
(449, 'Lrfwpbsehpgbp'),
(158, 'Mxdord'),
(32, 'Rxqcohnqa'),
(4, 'Bqzrafxrbl'),
(692, 'Xhfg'),
(51, 'Dpxeeldvll'),
(568, 'Omhnyo'),
(639, 'Fqdltnecutc'),
(881, 'Wf'),
(312, 'Lifak'),
(480, 'Vafl'),
(425, 'Llvoijmzais'),
(234, 'Pygahit'),
(882, 'Wdygx'),
(471, 'Nbmerkkbyhazi'),
(927, 'Uxtdlqg'),
(312, 'Ydv'),
(925, 'Skchalvbyaq'),
(611, 'Rw'),
(1000, 'Phpzocllru'),
(741, 'Xnspvrasqjup'),
(267, 'Jpmfyhwcudrun'),
(437, 'Jfv'),
(68, 'Eze'),
(948, 'Kgcmuj'),
(647, 'Gdmvemkbtsi')
---- LISTITEMS ----
(523, 79, 16, 8),
(724, 766, 13, 6),
(416, 248, 15, 8),
(241, 581, 12, 6),
(391, 368, 5, 5),
(336, 634, 5, 3),
(595, 941, 7, 3),
(783, 829, 15, 8),
(766, 951, 14, 6),
(67, 875, 6, 2),
(100, 11, 3, 2),
(886, 896, 11, 6),
(531, 457, 6, 2),
(509, 195, 7, 2),
(84, 561, 11, 5),
(468, 57, 14, 10),
(538, 988, 16, 9),
(27, 664, 10, 10),
(906, 562, 17, 8),
(911, 937, 4, 3),
(397, 71, 10, 5),
(510, 687, 12, 6),
(918, 466, 13, 8),
(991, 173, 17, 10),
(642, 939, 17, 9),
(695, 495, 2, 2),
(900, 489, 12, 4),
(884, 983, 13, 4),
(784, 174, 2, 1),
(471, 19, 8, 6),
(986, 16, 3, 2),
(346, 671, 10, 8),
(455, 529, 14, 9),
(53, 511, 12, 4),
(549, 153, 7, 6),
(659, 877, 10, 6),
(844, 106, 6, 5),
(774, 207, 6, 5),
(980, 234, 11, 2),
(744, 99, 11, 7),
(226, 39, 8, 1),
(493, 335, 3, 3),
(888, 842, 8, 3),
(345, 304, 16, 8),
(178, 387, 13, 10),
(676, 32, 16, 7),
(93, 13, 12, 3),
(828, 139, 10, 8),
(331, 475, 13, 7),
(199, 954, 10, 10),
(702, 315, 13, 9),
(600, 172, 7, 7),
(66, 795, 7, 5),
(574, 216, 9, 7),
(498, 943, 7, 6),
(667, 35, 8, 7),
(406, 629, 10, 2),
(604, 471, 9, 9),
(425, 123, 11, 8),
(842, 393, 12, 4),
(300, 970, 16, 7),
(467, 575, 12, 5),
(754, 580, 11, 5),
(306, 405, 13, 8),
(910, 190, 14, 6),
(907, 813, 4, 3),
(442, 335, 11, 8),
(462, 375, 11, 2),
(329, 527, 9, 7),
(685, 597, 6, 5),
(620, 879, 15, 7),
(131, 919, 5, 5),
(895, 624, 6, 4),
(309, 852, 17, 8),
(582, 587, 16, 8),
(687, 448, 6, 3),
(598, 421, 11, 9),
(340, 89, 4, 1),
(358, 474, 9, 6),
(259, 136, 12, 5),
(782, 349, 14, 10),
(115, 991, 6, 1),
(956, 852, 9, 2),
(36, 806, 6, 6),
(405, 510, 15, 8),
(559, 67, 4, 4),
(41, 614, 7, 4),
(748, 395, 10, 8),
(854, 414, 15, 6),
(291, 734, 8, 7),
(135, 100, 15, 8),
(314, 150, 15, 10),
(397, 484, 7, 3),
(785, 205, 11, 2),
(971, 149, 9, 7),
(522, 267, 12, 4),
(538, 293, 11, 6),
(681, 207, 9, 1),
(916, 6, 7, 6),
(824, 877, 2, 2),
(229, 455, 8, 8),
(639, 563, 10, 3),
(414, 645, 5, 4),
(51, 153, 5, 2),
(843, 875, 13, 10),
(466, 790, 7, 6),
(96, 359, 10, 9),
(539, 230, 14, 9),
(733, 706, 6, 4),
(918, 733, 13, 6),
(715, 883, 6, 1),
(744, 189, 15, 6),
(171, 496, 5, 3),
(673, 318, 5, 4),
(569, 608, 11, 9),
(216, 314, 2, 2),
(230, 354, 8, 2),
(522, 826, 15, 8),
(624, 288, 1, 1),
(616, 983, 18, 10),
(152, 955, 12, 9),
(615, 98, 11, 5),
(137, 968, 8, 8),
(691, 165, 6, 6),
(803, 398, 3, 1),
(394, 311, 6, 5),
(170, 254, 11, 9),
(745, 200, 8, 2),
(934, 611, 8, 5),
(396, 301, 9, 2),
(972, 75, 16, 8),
(920, 922, 5, 4),
(672, 230, 10, 3),
(288, 222, 4, 2),
(935, 239, 1, 1),
(465, 746, 13, 10),
(864, 648, 17, 8),
(371, 61, 7, 5),
(145, 624, 15, 10),
(47, 998, 15, 10),
(390, 513, 7, 1),
(719, 456, 9, 2),
(180, 796, 14, 10),
(7, 205, 14, 10),
(813, 156, 10, 6),
(783, 407, 13, 10),
(144, 1000, 2, 1),
(747, 436, 7, 6),
(229, 246, 7, 7),
(892, 368, 13, 6),
(335, 435, 17, 9),
(743, 52, 18, 10),
(792, 344, 3, 1),
(916, 397, 8, 7),
(480, 820, 6, 1),
(357, 926, 11, 4),
(240, 971, 9, 6),
(454, 494, 6, 6),
(423, 777, 4, 4),
(917, 771, 13, 9),
(677, 43, 13, 4),
(559, 99, 1, 1),
(531, 352, 2, 1),
(638, 688, 6, 3),
(995, 969, 13, 7),
(421, 135, 10, 4),
(482, 283, 9, 4),
(271, 246, 4, 4),
(318, 350, 6, 2),
(415, 699, 15, 6),
(899, 104, 9, 5),
(540, 304, 7, 7),
(967, 648, 1, 1),
(713, 703, 10, 7),
(678, 475, 13, 4),
(734, 148, 17, 8),
(286, 442, 7, 7),
(798, 109, 11, 5),
(458, 608, 5, 1),
(368, 38, 8, 8),
(35, 754, 12, 9),
(571, 788, 10, 10),
(540, 583, 4, 1),
(244, 415, 12, 6),
(632, 131, 12, 9),
(10, 928, 11, 6),
(71, 491, 18, 9),
(469, 423, 12, 7),
(416, 708, 10, 7),
(133, 142, 12, 9),
(863, 918, 8, 8),
(691, 790, 2, 2),
(971, 634, 10, 8),
(120, 799, 7, 4),
(813, 322, 6, 1),
(989, 943, 18, 9),
(285, 313, 5, 5),
(678, 233, 8, 3),
(981, 687, 12, 5),
(217, 107, 12, 6),
(708, 741, 10, 8),
(552, 57, 7, 5),
(279, 885, 5, 4),
(65, 452, 15, 9),
(830, 399, 3, 3),
(577, 948, 7, 3),
(137, 671, 11, 5),
(952, 574, 14, 10),
(646, 662, 8, 2),
(208, 508, 16, 9),
(363, 109, 3, 1),
(429, 130, 12, 3),
(834, 759, 9, 5),
(551, 757, 7, 4),
(453, 350, 17, 9),
(399, 447, 7, 1),
(733, 864, 8, 5),
(974, 505, 18, 10),
(273, 294, 8, 8),
(126, 754, 11, 2),
(476, 61, 13, 6),
(820, 591, 14, 8),
(562, 217, 13, 10),
(697, 84, 13, 6),
(714, 764, 8, 4),
(805, 983, 14, 5),
(20, 502, 7, 5),
(380, 790, 14, 6),
(397, 998, 10, 8),
(540, 582, 11, 3),
(484, 688, 7, 6),
(499, 805, 9, 5),
(185, 14, 6, 6),
(309, 501, 11, 2),
(89, 253, 11, 2),
(253, 697, 13, 6),
(313, 817, 17, 8),
(684, 330, 17, 10),
(454, 85, 11, 8),
(510, 888, 7, 6),
(644, 233, 10, 9),
(974, 200, 7, 5),
(495, 475, 11, 3),
(731, 946, 10, 6),
(566, 671, 9, 8),
(507, 709, 5, 1),
(146, 585, 7, 3),
(852, 322, 13, 6),
(743, 493, 11, 10),
(982, 724, 12, 6),
(559, 167, 10, 4),
(3, 157, 14, 8),
(251, 221, 10, 2),
(839, 592, 6, 5),
(761, 626, 14, 5),
(264, 950, 10, 9),
(780, 796, 7, 4),
(943, 611, 9, 3),
(754, 102, 14, 9),
(691, 780, 10, 7),
(928, 227, 10, 6),
(17, 866, 15, 7),
(157, 866, 13, 7),
(804, 304, 4, 4),
(427, 238, 14, 8),
(240, 893, 9, 6),
(903, 761, 3, 2),
(261, 559, 17, 10),
(340, 580, 15, 7),
(671, 119, 15, 6),
(642, 732, 9, 8),
(465, 775, 2, 2),
(432, 858, 12, 4),
(160, 642, 7, 7),
(642, 207, 11, 4),
(344, 597, 7, 6),
(775, 87, 13, 6),
(450, 594, 8, 1),
(404, 282, 9, 4),
(913, 183, 14, 8),
(490, 81, 3, 3),
(628, 402, 12, 5),
(698, 572, 18, 9),
(1000, 55, 12, 8),
(226, 28, 7, 4),
(828, 275, 14, 9),
(618, 155, 8, 5),
(299, 185, 14, 9),
(630, 965, 16, 10),
(618, 996, 7, 5),
(30, 722, 8, 2),
(231, 316, 8, 1),
(812, 545, 5, 2),
(720, 178, 9, 3),
(27, 540, 10, 9),
(817, 960, 4, 4),
(204, 905, 13, 4),
(662, 409, 12, 5),
(661, 257, 5, 2),
(687, 235, 11, 6),
(922, 883, 13, 6),
(929, 895, 6, 1),
(496, 828, 6, 3),
(292, 554, 14, 7),
(341, 834, 12, 10),
(226, 470, 12, 4),
(978, 556, 8, 3),
(731, 915, 15, 8),
(63, 951, 12, 8),
(37, 272, 12, 3),
(690, 421, 16, 7),
(352, 830, 4, 2),
(120, 481, 7, 1),
(170, 458, 1, 1),
(798, 787, 7, 6),
(482, 746, 9, 7),
(796, 189, 10, 9),
(458, 736, 9, 1),
(780, 763, 7, 3),
(312, 596, 12, 8),
(686, 874, 15, 8),
(638, 957, 7, 2),
(956, 468, 7, 3),
(806, 502, 7, 2),
(431, 33, 12, 6),
(917, 721, 7, 6),
(922, 317, 7, 3),
(965, 371, 5, 1),
(387, 567, 13, 9),
(426, 142, 10, 4),
(309, 77, 13, 10),
(274, 93, 15, 6),
(115, 718, 11, 2),
(57, 469, 11, 4),
(586, 794, 9, 5),
(849, 369, 7, 7),
(629, 640, 14, 6),
(456, 757, 14, 7),
(221, 741, 7, 1),
(347, 53, 9, 2),
(460, 829, 12, 4),
(640, 159, 7, 7),
(169, 922, 12, 8),
(827, 205, 16, 9),
(77, 822, 6, 2),
(728, 83, 10, 7),
(189, 545, 8, 7),
(951, 751, 4, 2),
(691, 87, 4, 3),
(165, 710, 15, 8),
(255, 564, 7, 1),
(379, 268, 8, 1),
(977, 234, 5, 1),
(472, 934, 19, 10),
(720, 574, 7, 7),
(618, 548, 12, 4),
(926, 514, 13, 7),
(906, 732, 11, 10),
(765, 377, 13, 10),
(262, 872, 7, 1),
(859, 996, 11, 3),
(582, 419, 12, 8),
(345, 937, 10, 4),
(93, 910, 17, 9),
(69, 389, 16, 10),
(879, 257, 14, 5),
(188, 661, 15, 6),
(591, 548, 10, 2),
(462, 698, 17, 9),
(374, 830, 7, 3),
(840, 846, 18, 10),
(250, 603, 6, 3),
(458, 576, 1, 1),
(653, 176, 11, 7),
(627, 268, 18, 10),
(319, 187, 3, 2),
(531, 66, 10, 6),
(959, 742, 6, 3),
(462, 647, 9, 3),
(621, 850, 19, 10),
(252, 107, 14, 5),
(619, 513, 12, 8),
(199, 196, 12, 8),
(849, 499, 5, 2),
(288, 774, 8, 2),
(604, 669, 7, 7),
(442, 533, 8, 2),
(412, 918, 3, 3),
(584, 833, 4, 4),
(330, 569, 9, 5),
(600, 835, 7, 4),
(875, 981, 7, 3),
(871, 602, 7, 7),
(998, 102, 4, 4),
(856, 485, 10, 7),
(510, 191, 12, 7),
(446, 865, 13, 8),
(145, 406, 17, 8),
(811, 363, 5, 3),
(748, 202, 10, 10),
(682, 446, 6, 1),
(864, 413, 9, 8),
(815, 30, 18, 10),
(364, 947, 11, 5),
(414, 510, 15, 9),
(840, 721, 10, 1),
(374, 667, 8, 3),
(897, 666, 7, 4),
(973, 194, 9, 4),
(419, 993, 16, 7),
(245, 1000, 7, 7),
(86, 316, 18, 10),
(54, 365, 17, 9),
(782, 497, 5, 3),
(862, 248, 2, 1),
(438, 107, 1, 1),
(903, 908, 5, 4),
(974, 920, 5, 4),
(819, 866, 10, 8),
(908, 588, 6, 5),
(319, 216, 6, 3),
(836, 797, 5, 4),
(831, 198, 5, 5),
(378, 379, 15, 10),
(477, 250, 9, 3),
(640, 835, 6, 3),
(128, 380, 7, 5),
(682, 119, 9, 3),
(833, 657, 5, 3),
(5, 412, 8, 8),
(866, 491, 11, 5),
(150, 121, 16, 8),
(919, 474, 7, 1),
(279, 956, 8, 5),
(831, 968, 8, 1),
(134, 270, 11, 2),
(109, 275, 9, 2),
(126, 195, 7, 7),
(569, 26, 16, 9),
(666, 39, 4, 1),
(789, 879, 14, 5),
(559, 438, 16, 8),
(648, 409, 7, 6),
(226, 419, 9, 4),
(588, 383, 9, 2),
(225, 182, 17, 9),
(895, 1000, 19, 10),
(746, 627, 12, 10),
(575, 578, 14, 9),
(719, 426, 10, 3),
(164, 232, 8, 2),
(682, 197, 7, 4),
(577, 814, 4, 3),
(13, 394, 7, 5),
(229, 797, 11, 7),
(420, 761, 12, 7),
(106, 975, 8, 8),
(991, 343, 13, 10),
(793, 814, 4, 1),
(868, 852, 13, 9),
(126, 408, 9, 6),
(985, 982, 5, 1),
(922, 615, 7, 7),
(595, 783, 12, 6),
(907, 216, 13, 4),
(493, 216, 15, 8),
(499, 407, 11, 7),
(751, 256, 11, 4),
(741, 493, 14, 7),
(731, 176, 12, 4),
(766, 429, 8, 7),
(484, 971, 3, 1),
(831, 251, 17, 10),
(3, 272, 13, 7),
(519, 466, 9, 2),
(607, 780, 7, 1),
(196, 360, 12, 3),
(379, 424, 15, 6),
(459, 927, 7, 4),
(81, 946, 7, 1),
(666, 583, 14, 9),
(882, 996, 5, 3),
(452, 663, 8, 2),
(145, 896, 13, 7),
(611, 564, 8, 8),
(711, 68, 10, 10),
(746, 705, 9, 3),
(852, 614, 12, 10),
(724, 175, 4, 4),
(652, 775, 10, 5),
(364, 673, 9, 6),
(505, 409, 15, 6),
(626, 840, 12, 10),
(697, 677, 9, 6),
(585, 148, 9, 6),
(448, 853, 8, 7),
(289, 556, 5, 4),
(567, 872, 14, 8),
(627, 115, 8, 3),
(267, 263, 15, 6),
(767, 921, 9, 5),
(569, 328, 11, 3),
(998, 54, 13, 5),
(307, 527, 19, 10),
(43, 629, 12, 10),
(601, 107, 12, 4),
(465, 206, 12, 7),
(226, 679, 13, 8),
(30, 167, 15, 6),
(444, 229, 4, 1),
(987, 548, 11, 4),
(244, 566, 11, 7),
(21, 271, 6, 4),
(58, 552, 12, 8),
(818, 499, 10, 7),
(111, 584, 5, 5),
(174, 806, 11, 4),
(653, 103, 14, 5),
(438, 851, 4, 1),
(624, 265, 12, 8),
(42, 417, 11, 5),
(563, 286, 14, 9),
(490, 960, 11, 5),
(600, 955, 9, 5),
(862, 497, 7, 6),
(457, 220, 15, 10),
(64, 582, 11, 2),
(191, 81, 4, 3),
(73, 694, 9, 5),
(356, 487, 9, 6),
(673, 954, 9, 1),
(450, 825, 11, 3),
(25, 642, 11, 8),
(24, 962, 10, 3),
(285, 889, 10, 4),
(203, 172, 9, 9),
(194, 842, 3, 1),
(167, 528, 15, 9),
(982, 119, 14, 5),
(441, 429, 8, 2),
(927, 886, 11, 2),
(488, 470, 16, 9),
(751, 792, 6, 1),
(29, 200, 7, 5),
(868, 124, 4, 3),
(763, 12, 10, 7),
(67, 356, 7, 2),
(246, 880, 8, 2),
(753, 655, 13, 8),
(674, 821, 11, 8),
(806, 675, 6, 6),
(960, 417, 14, 6),
(375, 652, 4, 2),
(826, 380, 4, 1),
(680, 957, 8, 3),
(793, 908, 3, 1),
(255, 302, 3, 1),
(643, 613, 4, 4),
(903, 606, 11, 8),
(509, 341, 2, 2),
(305, 20, 15, 8),
(997, 654, 15, 6),
(855, 323, 10, 10),
(909, 949, 2, 2),
(756, 780, 13, 6),
(148, 702, 15, 7),
(74, 759, 9, 8),
(2, 729, 13, 6),
(238, 771, 3, 3),
(757, 635, 12, 10),
(296, 348, 8, 7),
(898, 71, 16, 8),
(976, 157, 11, 5),
(30, 265, 15, 10),
(639, 962, 12, 9),
(7, 877, 10, 5),
(657, 42, 10, 4),
(275, 778, 4, 4),
(766, 401, 9, 2),
(337, 559, 4, 3),
(604, 945, 14, 5),
(837, 695, 7, 4),
(166, 763, 12, 5),
(527, 750, 7, 5),
(406, 846, 8, 5),
(63, 830, 14, 7),
(858, 370, 14, 8),
(256, 408, 11, 6),
(480, 155, 5, 4),
(211, 580, 18, 9),
(431, 501, 9, 8),
(318, 730, 13, 9),
(4, 396, 11, 8),
(42, 726, 16, 10),
(367, 20, 13, 6),
(160, 927, 7, 7),
(366, 564, 11, 3),
(718, 686, 17, 8),
(873, 634, 11, 5),
(916, 961, 18, 10),
(627, 254, 17, 10),
(649, 727, 14, 9),
(50, 977, 11, 5),
(804, 299, 14, 8),
(577, 836, 9, 6),
(547, 733, 8, 2),
(543, 10, 8, 4),
(620, 108, 11, 4),
(271, 174, 13, 9),
(534, 467, 3, 3),
(2, 174, 14, 6),
(380, 129, 9, 7),
(933, 446, 13, 7),
(324, 824, 16, 9),
(549, 383, 12, 6),
(209, 691, 15, 6),
(104, 7, 8, 7),
(162, 941, 14, 9),
(292, 564, 7, 2),
(677, 435, 13, 7),
(823, 923, 2, 1),
(791, 131, 17, 9),
(514, 777, 16, 10),
(407, 506, 4, 2),
(796, 764, 5, 2),
(927, 232, 11, 9),
(88, 557, 8, 4),
(524, 812, 16, 7),
(592, 297, 15, 10),
(252, 723, 8, 4),
(796, 419, 15, 6),
(717, 352, 12, 6),
(583, 557, 13, 6),
(55, 223, 13, 4),
(932, 748, 12, 8),
(958, 650, 13, 8),
(604, 638, 8, 4),
(300, 676, 11, 5),
(888, 368, 13, 4),
(485, 30, 7, 6),
(503, 439, 16, 10),
(953, 927, 5, 3),
(149, 134, 7, 5),
(62, 563, 8, 6),
(326, 67, 6, 6),
(193, 900, 11, 3),
(339, 451, 7, 7),
(380, 283, 13, 10),
(258, 177, 9, 7),
(21, 597, 13, 4),
(450, 790, 12, 10),
(731, 312, 11, 10),
(656, 960, 12, 10),
(412, 428, 15, 10),
(921, 174, 6, 1),
(323, 265, 10, 10),
(367, 471, 12, 8),
(249, 856, 13, 9),
(287, 59, 11, 7),
(621, 975, 15, 6),
(892, 881, 10, 8),
(325, 753, 7, 2),
(816, 860, 17, 9),
(516, 677, 8, 2),
(753, 511, 9, 9),
(230, 836, 16, 10),
(379, 192, 15, 8),
(83, 380, 5, 1),
(536, 80, 5, 1),
(51, 334, 16, 8),
(136, 713, 2, 2),
